label,status,observed,reference,ratio,passed,note
4.9,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.10,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.11,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.12,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.13,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.14,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.15,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.16,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.17,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.18,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.19,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.20,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.21,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.22,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.23,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.24,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.25,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.26,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
4.27,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.28,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.29,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.30,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.31,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
4.32,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.33,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
4.34,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.1,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
5.2,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
5.3,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
5.4,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
5.5,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
5.6,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
5.7,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.8,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.9,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.10,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.11,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.12,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.13,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.14,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
5.15,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.16,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.17,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.18,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.19,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.20,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.21,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.22,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.23,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.24,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.25,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.26,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.27,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.28,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.29,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.30,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.31,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.32,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.33,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.34,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.35,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.36,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.37,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.38,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
5.39,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.1,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.2,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.3,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.4,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.5,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.6,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.7,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.8,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.9,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.10,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.11,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.12,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.13,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.14,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.15,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.16,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.17,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.18,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.19,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.20,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.21,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.22,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.23,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.24,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.25,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.26,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.27,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.28,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.29,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
6.30,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
7.1,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
7.2,executable diagnostic,1.0,1.8633899812498247,0.5366563145999496,False,Two-scale grain width lower bound
7.3/7.4,executable diagnostic,0.5,0.5,1.0,True,Broadness at angular radius 0.06; K=0.50001
7.3/7.4,executable diagnostic,1.0,1.0,1.0,True,Broadness at angular radius 0.24495; K=1
7.3/7.4,executable diagnostic,1.0,1.0,1.0,True,Broadness at angular radius 0.25; K=1
7.3/7.4,executable diagnostic,1.0,1.0,1.0,True,Broadness at angular radius 1; K=1
7.3,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
7.4,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
7.5,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
7.6,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.7,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.8,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.9,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.10,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.11,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.12,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.13,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.14,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
7.15,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
8.1,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.2,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.3,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.4,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.5,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.6,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.7,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.8,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.9,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.10,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.11,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.12,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.13,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.14,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.15,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.16,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.17,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.18,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.19,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.20,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.21,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.22,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.23,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.24,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.25,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.26,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.27,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.28,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.29,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.30,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.31,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.32,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.33,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.34,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.35,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.36,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.37,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.38,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.39,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.40,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.41,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.42,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.43,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.44,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.45,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.46,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.47,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.48,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.49,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.50,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.51,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.52,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.53,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.54,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.55,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.56,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.57,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.58,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.59,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.60,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.61,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.62,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.63,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.64,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.65,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.66,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
8.67,proof-only trace,,,,,"Internal proof, refinement, pigeonholing, existential, or asymptotic step; registered but not used as a standalone numerical update law."
9.1,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
9.2,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
9.3,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
9.4,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
9.5,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
9.6,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
9.7,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
9.8,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
9.9,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
9.10,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.1,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
10.2,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.3,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.4,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.5,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.6,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.7,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.8,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.9,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.10,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.11,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.12,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.13,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.14,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.15,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.16,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.17,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.18,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
10.19,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
